,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1183,the number which exceeds 16 % of it by 21 is :,a,gain, 25 , 52 , 58 , 60 , 62 
1184,"a and b ’ s salaries together amount to rs . 3,000 . a spends 95 % of his salary and b spends 85 % of his . if now their savings are the same , what is a ’ s salary ?",b,gain, 2777 , 2250 , 2789 , 2776 , 2881 
1185,a book is bought for $ 60 and sold for $ 75 . what is the profit in percentage ?,d,gain, 12 , 15 , 20 , 25 , 30 
1186,"the value of a machine depreciates at 23 % per annum . if its present value is $ 1 , 50,000 , at what price should it be sold after two years such that a profit of $ 24,000 is made ?",d,gain, $ 252935 , $ 432935 , $ 122935 , $ 112935 , $ 152935 
1187,"population of a city in 20004 was 1000000 . if in 2005 there isan increment of 15 % , in 2006 there is a decrement of 35 % and in 2007 there is an increment of 45 % , then find the population of city at theend of the year 2007",e,gain, 2456789 , 3458009 , 3890043 , 3455048 , 1083875 
1188,"in the first 10 overs of a cricket game , the run rate was only 4.8 . what should be the run rate in the remaining 40 overs to reach the target of 282 runs ?",b,gain, 4.25 , 5.85 , 6.25 , 7 , 7.5 
1189,"p and q started a business investing rs . 85,000 and rs . 35,000 respectively . in what ratio the profit earned after 2 years be divided between p and q respectively ?",c,gain, 17 : 6 , 17 : 0 , 17 : 7 , 17 : 2 , 17 : 3 
1190,mahesh marks an article 15 % above the cost price of rs . 540 . what must be his discount percentage if he sells it at rs . 459 ?,d,gain, 18 % , 21 % , 20 % , 26.1 % , none of these 
1191,"a and b start a business , with a investing the total capital of rs . 5000 , on the condition that b pays a interest @ 10 % per annum on his half of the capital . a is a working partner and receives rs . 500 per month from the total profit and any profit remaining is equally shared by both of them . at the end of the year , it was found that the income of a is twice that of b . find the total profit for the year ?",b,gain, a ) 2500 , b ) 3500 , c ) 5000 , d ) 6000 , e ) 8000 
1192,"in 2008 , the profits of company n were 10 percent of revenues . in 2009 , the revenues of company n fell by 20 percent , but profits were 16 percent of revenues . the profits in 2009 were what percent of the profits in 2008 ?",e,gain, 80 % , 105 % , 120 % , 124.2 % , 128 % 
1193,arun purchased 30 kg of wheat at the rate of rs . 11.50 per kg and 20 kg of wheat at the rate of 14.25 per kg . he mixed the two and sold the mixture . approximately what price per kg should be sell the mixture to make 10 % profit ?,a,gain, 13.86 , 16.33 , 16.35 , 16.3 , 16.32 
1194,"a , band c enter into partnership . a invests 3 times as much as b and b invests two - third of what c invests . at the end of the year , the profit earned is rs . 8800 . what is the share of b ?",e,gain, 1100 , 800 , 1400 , 1200 , 1600 
1195,"if a large pizza has a radius that is 40 % larger that that of a medium pizza , what is the percent increase in area between a medium and a large pizza ?",c,gain, 40 % , 80 % , 96 % , 112 % , 124 % 
1196,"if tim had lunch at $ 60.50 and he gave 20 % tip , how much did he spend ?",b,gain, $ 30.60 , $ 72.60 , $ 70.60 , $ 40.60 , $ 50.60 
1197,find the principle on a certain sum of money at 5 % per annum for 5 years if the amount being rs . 1120 ?,a,gain, 896 , 1067 , 1977 , 1056 , 1097 
1198,"10 percent of the women in a college class are science majors , and the non - science majors make up 60 % of the class . what percentage of the men are science majors if 40 % of the class are men ?",e,gain, 45 % , 55 % , 65 % , 75 % , 85 % 
1199,"a sells a cricket bat to b at a profit of 20 % . b sells it to c at a profit of 25 % . if c pays $ 222 for it , the cost price of the cricket bat for a is :",b,gain, 150 , 148 , 130 , 160 , 210 
1200,"find compound interest on $ 6000 at 15 % per annum for 2 years 4 months , compounded annually .",a,gain, 2331.75 , 2209.75 , 2108.75 , 2107.75 , 2100.75 
1201,"a towel , when bleached , lost 30 % of its length and 40 % of its breadth . what is the percentage decrease in area ?",d,gain, 24 % , 30 % , 44 % , 58 % , 64 % 
1202,"in order to obtain an income of rs . 3800 from 70 % stock at rs . 280 , one must make an investment of",d,gain, rs . 16000 , rs . 15000 , rs . 15250 , rs . 15200 , rs . 15300 
1203,"the principal that amounts to rs . 4893 in 3 years at 6 1 / 4 % per annum c . i . compounded annually , is ?",c,gain, s . 3096 , s . 4076 , s . 4085 , s . 4096 , s . 5096 
1204,"running at the same constant rate , 15 identical machines can produce a total of 45 bags per minute . at this rate , how many bags could 150 such machines produce in 8 minutes ?",d,gain, 9, 1, 2, 3, 4
1205,a sum fetched a total simple interest of rs . 4016.25 at the rate of 8 % p . a . in 5 years . what is the sum ?,b,gain, rs . 10060.625 , rs . 10040.62 , rs . 12040.62 , rs . 20040.625 , rs . 10030.625 
1206,a man two flats for $ 675958 each . on one he gains 12 % while on the other he loses 12 % . how much does he gain or lose in the whole transaction ?,a,gain, 1.44 % , 2.56 % , 3.12 % , 4.65 % , 5.12 % 
1207,"in a certain company , a third of the workers do not have a retirement plan . 10 % of the workers who do not have a retirement plan are women , and 40 % of the workers who do have a retirement plan are men . if 120 of the workers of that company are men , how many of the workers are women ?",e,gain, 80 , 95 , 105 , 120 , 91 
1208,a scuba diver descends at a rate of 30 feet per minute . a diver dive from a ship to search for a lost ship at the depth of 2400 feet below the sea level . . how long will he take to reach the ship ?,c,gain, 70 minutes , 72 minutes , 80 minutes , 76 minutes , 77 minutes 
1209,what is the rate percent when the simple interest on rs . 800 amount to rs . 200 in 4 years ?,c,gain, 5 % , 7 % , 6.25 % , 2 % , 4 % 
1210,the banker ' s gain on a sum due 6 years hence at 12 % per annum is rs . 684 . what is the banker ' s discount ?,d,gain, 1240 , 1120 , 1190 , 1634 , none of these 
1211,a sum of money at simple interest amounts to $ 780 in 3 years and to $ 930 in 4 years . the sum is :,c,gain, $ 153 , $ 698 , $ 330 , $ 549 , $ 675 
1212,what is 15 percent of 44 ?,a,gain, 6.6 , 7.8 , 8.9 , 9.4 , 10.2 
1213,"a shopkeeper cheats both his supplier and customer by using faulty weights . when he buys from the supplier , he takes 20 % more than the indicated weight . when he sells to his customer , he gives the customer a weight such that 10 % of that is added to the weight , the weight claimed by the trader is obtained . if he charges the cost price of the weight that he claims , find his profit percentage .",b,gain, 20 % , 32 % , 23.365 % , 22.109 % , 2 % 
1214,"the workforce of company x is 60 % female . the company hired 28 additional male workers , and as a result , the percent of female workers dropped to 55 % . how many employees did the company have after hiring the additional male workers ?",c,gain, 160 , 220 , 336 , 360 , 420 
1215,"what amount does an investor receive if the investor invests $ 7000 at 10 % p . a . compound interest for two years , compounding done annually ?",e,gain, $ 8080 , $ 8130 , $ 8260 , $ 8320 , $ 8470 
1216,what is the rate percent when the simple interest on rs . 4000 amount to rs . 320 in 2 years ?,a,gain, 4 % , 4.1 % , 4.2 % , 4.3 % , 4.5 % 
1217,"a cycle is bought for rs . 900 and sold for rs . 1120 , find the gain percent ?",b,gain, 11 , 24 , 99 , 77 , 18 
1218,find the simple interest on $ 10000 at 9 % per annum for 12 months ?,e,gain, $ 410 , $ 500 , $ 650 , $ 710 , $ 900 
1219,"a circle graph shows how the megatech corporation allocates its research and development budget : 14 % microphotonics ; 24 % home electronics ; 10 % food additives ; 29 % genetically modified microorganisms ; 8 % industrial lubricants ; and the remainder for basic astrophysics . if the arc of each sector of the graph is proportional to the percentage of the budget it represents , how many degrees of the circle are used to represent basic astrophysics research ?",d,gain, 8 ° , 10 ° , 18 ° , 54 ° , 52 ° 
1220,what percent of 11 is 11 percent of 1 ?,a,gain, 1 , 0.01 , 0.1 , 13 , 101 . 
1221,what is 66.67 % of 804 of 0.1666 ?,c,gain, 19.33 , 54.55 , 89.33 , 97.21 , 68.77 
1222,the bankers discount of a certain sum of money is rs . 576 and the true discount on the same sum for the same time is rs . 480 . the sum due is :,a,gain, 2880 , 2870 , 2860 , 2850 , 2840 
1223,a pair of articles was bought for $ 50 at a discount of 30 % . what must be the marked price of each of the article ?,b,gain, $ 25 , $ 17.50 , $ 29.65 , $ 35.95 , $ 45.62 
1224,"if rs . 7500 are borrowed at c . i at the rate of 4 % per annum , then after 5 years the amount to be paid is ?",d,gain, 3377 , 2688 , 2688 , 9125 , 1268 
1225,"a discount electronics store normally sells all merchandise at a discount of 10 percent to 30 percent off the suggested retail price . if , during a special sale , an additional 20 percent were to be deducted from the discount price , what would be the lowest possible price of an item costing $ 400 before any discount ?",b,gain, $ 230.00 , $ 224.00 , $ 263.80 , $ 282.00 , $ 210.00 
1226,a 16 % stock yielding 8 % is quoted at ?,e,gain, 165 , 170 , 175 , 180 , 200 
1227,"at an elementary school , 70 % of the faculty members are women and 40 % of the faculty members are married . if 1 ⁄ 3 of the men are single , what fraction of the men are married ?",c,gain, 1 / 2 , 1 / 3 , 2 / 3 , 3 / 5 , 2 / 7 
1228,"a tank contains 10,000 gallons of a solution that is 5 percent sodium chloride by volume . if 2,000 gallons of water evaporate from the tank , the remaining solution will be approximately what percent sodium chloride ?",c,gain, 1.25 % , 3.75 % , 6.25 % , 6.67 % , 11.7 % 
1229,by selling 8 pencils for a rupee a man loses 10 % . how many for a rupee should he sell in order to gain 10 % ?,a,gain, 6.54 , 9.45 , 7.34 , 6.67 , 5.09 
1230,"a discount electronics store normally sells all merchandise at a discount of 10 percent to 30 percent off the suggested retail price . if , during a special sale , an additional 25 percent were to be deducted from the discount price , what would be the lowest possible price of an item costing $ 260 before any discount ?",a,gain, $ 136.50 , $ 145.60 , $ 163.80 , $ 182.00 , $ 210.00 
1231,a shop owner professes to sell his articles at certain cost price but he uses false weights with which he cheats by 10 % while buying and by 10 % while selling . what is his percentage profit ?,d,gain, 10.22 % , 20.22 % , 21.22 % , 22.22 % , ca n ' t be calculated 
1232,"a profit of rs . 20000 is to be distributed among a , b , c in the proportion 2 : 3 : 5 . what will be the difference between b ’ s and c ’ s shares",a,gain, 4000 , 3000 , 5500 , 4500 , none of these 
1233,a sum of money deposited at c . i . amounts to rs . 6000 in 6 years and to rs . 7500 in 7 years . find the rate percent ?,a,gain, 25 % , 20 % , 15 % , 10 % , 5 % 
1234,"a dog breeder would like to make the largest profit off of his latest litter of puppies . puppies with more than 4 spots sell for more money . the last litter had 10 puppies ; 6 had 5 spots , 3 had 4 spots , and 1 had 2 spots . what % of puppies can the dog breeder expect to sell for a greater profit ?",a,gain, 90 % , 65 % , 50 % , 85 % , 80 % 
1235,"a chemist mixes one liter of pure water with x liters of a 50 % salt solution , and the resulting mixture is a 10 % salt solution . what is the value of x ?",a,gain, 1 / 4 , 1 / 3 , 1 / 2 , 1 , 3 
1236,"3 candidates in an election and received 1136 , 5636 and 11628 votes respectively . what % of the total votes did the winning candidate gotin that election ?",d,gain, 40 % , 55 % , 57 % , 63.2 % , 62 % 
1237,4 is what percent of 50 ?,b,gain, 0.2 % , 8 % , 10 % , 20 % , 500 % 
1238,the profit earned by selling an article for $ 832 is equal to the loss incurred when the same article is sold for $ 448 . what should be the sale price for making 55 % profit ?,c,gain, $ 480 , $ 450 , $ 992 , $ 870 , $ 660 
1239,"the owner of a furniture shop charges his customer 24 % more than the cost price . if a customer paid rs . 8215 for a computer table , then what was the cost price of the computer table ?",b,gain, 7297 , 6625 , 2871 , 6725 , 2981 
1240,"the value of a machine depreciates at 20 % per annum . if its present value is rs . 1 , 50,000 , at what price should it be sold after two years such that a profit of rs . 26,000 is made ?",c,gain, rs . 1 , rs . 1 , rs . 1 , rs . 1 , none of these 
1241,"of the land owned by a farmer , 90 percent was cleared for planting . of the cleared land , 20 percent was planted with potato and 70 percent of the cleared land was planted with tomato . if the remaining 630 acres of cleared land was planted with corn , how many acres did the farmer own ?",a,gain, 7000 , 6800 , 8000 , 5400 , 7100 
1242,a man buys an article for $ 10 . and sells it for $ 30 . find the gain percent ?,e,gain, 25 % , 50 % , 20 % , 150 % , 300 % 
1243,"a man buys 56 pens at marked price of 46 pens from a whole seller . if he sells these pens giving a discount of 1 % , what is the profit percent ?",c,gain, 7.6 % , 7.7 % , 20.52 % , 23.62 % , 27.82 % 
1244,the present worth of rs . 1404 due in two equal half - yearly instalments at 8 % per annum . simple interest is :,c,gain, 1320 , 1300 , 1325 , 120 , none of these 
