,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
564,"if bill can buy 3 pairs of jeans and 2 shirts for $ 69 or 2 pairs of jeans and 3 shirts for $ 66 , how much does one shirt cost ?",b,general, $ 10 , $ 12 , $ 13.20 , $ 15 , $ 16.80 
565,"the greatest number which on dividing 1657 and 2037 leaves remainders 10 and 7 respectively , is :",b,general, 123 , 1 , 235 , 305 , 505 
566,"if @ is a binary operation defined as the difference between an integer n and the product of n and 5 , then what is the largest positive integer n such that the outcome of the binary operation of n is less than 21 ?",e,general, 1 , 2 , 3 , 4 , 5 
567,the average runs of a cricket player of 13 innings was 22 . how many runs must he make in his next innings so as to increase his average of runs by 5 ?,a,general, 92 , 42 , 64 , 76 , 84 
568,"3 students appear at an examination of mathematics . the probability of their success are 1 / 2 , 1 / 4 , 1 / 5 respectively . find the probability of success of at least two .",c,general, 1 / 60 , 2 / 50 , 9 / 40 , 3 / 40 , 4 / 50 
569,"if a / b = 1 / 3 , b / c = 2 , c / d = 1 / 2 , d / e = 3 and e / f = 1 / 2 , then what is the value of abc / def ?",c,general, 27 / 4 , 27 / 8 , 3 / 4 , 3 / 8 , 1 / 4 
570,"a man performs 1 / 2 of the total journey by rail , 1 / 3 by bus and the remaining 2 km on foot . his total journey is",c,general, 16 km , 10 km , 12 km , 24 km , 25 km 
571,the average of 7 consecutive numbers is 33 . the highest of these numbers is :,d,general, 28 , 30 , 33 , 36 , 28 
572,a “ sophie germain ” prime is any positive prime number p for which 2 p + 1 is also prime . the product of all the possible units digits of sophie germain primes greater than 3 is,b,general, 3 , 189 , 221 , 227 , 230 
573,"a number x is multiplied by 5 , and this product is then divided by 7 . if the positive square root of the result of these two operations equals x , what is the value of x if x ≠ 0 ?",c,general, 25 / 9 , 9 / 5 , 5 / 7 , 3 / 5 , 9 / 25 
574,"one week , a certain truck rental lot had a total of 26 trucks , all of which were on the lot monday morning . if 50 % of the trucks that were rented out during the week were returned to the lot on or before saturday morning of that week , and if there were at least 14 trucks on the lot that saturday morning , what is the greatest number of different trucks that could have been rented out during the week ?",d,general, 18 , 16 , 12 , 24 , 4 
575,"each week , harry is paid x dollars per hour for the first 15 hours and 1.5 x dollars for each additional hour worked that week . each week , james is paid x dollars per per hour for the first 40 hours and 2 x dollars for each additional hour worked that week . last week james worked a total of 41 hours if harry and james were paid the same amount last week , how many hours did harry work last week ?",a,general, 33 , 36 , 37 , 38 , 39 
576,"at a bank , the service charges for transactions were us dollar 1 for every 5 transactions . the bank recently revised the charges to us dollar 0.75 for every 3 transactions . by approximately what percent did the ratio of price to transactions increase from the previous charge ?",e,general, 28 , 24 , 23 , 22 , 25 
577,"x , y , and z are different prime numbers . the product x ^ 2 * y ^ 2 * z is divisible by how many different positive numbers ?",d,general, 6 , 8 , 12 , 18 , 24 
578,a car travels from point a to point b . the average speed of the car is 60 km / hr and it travels the first half of the trip at a speed of 48 km / hr . what is the speed of the car in the second half of the trip ?,c,general, 72 , 75 , 80 , 84 , 90 
579,"a soccer store typically sells replica jerseys at a discount of 60 percent to 50 percent off list price . during the annual summer sale , everything in the store is an additional 20 percent off the original list price . if a replica jersey ' s list price is $ 80 , approximately what percent of the list price is the lowest possible sale price ?",e,general, 20 , 25 , 30 , 40 , 50 
580,how many real solutions does the equation x 5 + 2 x 3 + 8 x 2 + 16 = 0 have ?,b,general, 0 , 1 , 2 , 3 , 5 
581,"a man is 20 years older than his son . in two years , his age will be twice the age of his son . what is the present age of his son ?",e,general, 23 years , 22 years , 21 years , 20 years , 18 years 
582,"in a can , there is a mixture of milk and water in the ratio 8 : 5 . if it is filled with an additional 8 litres of milk the can would be full and ratio of milk and water would become 12 : 5 . find the capacity of the can ?",b,general, 40 , 18.4 , 48 , 50 , 56 
583,"if ( 18 ^ a ) * 9 ^ ( 3 a – 1 ) = ( 2 ^ 7 ) ( 3 ^ b ) and a and b are positive integers , what is the value of a ?",e,general, 22 , 11 , 9 , 6 , 7 
584,the average weight of 8 people increases by 2.5 kg when a new person comes in place of one of them weighing 85 kg . what is the weight of the new person ?,e,general, 75 kg , 85 kg , 95 kg , 65 kg , 105 kg 
585,"if it takes a tub 6 minutes to drain 5 / 7 of its content , how much more time will it take for the tub to be empty ?",d,general, 48 seconds , 1 minute , 1 minute , 2 minutes , 4 minutes 
586,"the average of 10 numbers is 60 . out of 10 numbers the average of first 6 no . is 68 , and last 6 numbers is 75 then find 7 th number ?",c,general, a ) 78 , b ) 65 , c ) 258 , d ) 62 , e ) 48 
587,"for a certain exam , a score of 42 was 5 standard deviations below mean and a score of 67 was 2.5 standard deviations above mean . what was the mean score for the exam ?",d,general, 74 , 76 , 78 , 58.67 , 82.2 
588,"how many integers between 1 and 1,050 are divisible by 10 , 25 , and 35 ?",e,general, 4 , 5 , 6 , 7 , 3 
589,"an engineer designed a ball so that when it was dropped , it rose with each bounce exactly one - half as high as it had fallen . the engineer dropped the ball from a 16 - meter platform and caught it after it had traveled 32.5 meters . how many times did the ball bounce ?",a,general, 2 , 6 , 7 , 8 , 9 
590,"a factory producing tennis balls stores them in either big boxes , 25 balls per box , or small boxes , 20 balls per box . if 146 freshly manufactured balls are to be stored , what is the least number of balls that can be left unboxed ?",d,general, 2 , 3 , 4 , 1 , 5 
591,"in the graduating class of a certain college , 48 percent of the students are male and 52 percent are female . in this class 40 percent of the male and 40 percent of the female students are 25 years old or older . if one student in the class is randomly selected , approximately what is the probability that he or she will be less than 25 years old ?",b,general, a ) 0.9 , b ) 0.6 , c ) 0.45 , d ) 0.3 , e ) 0.25 
592,"15 lts are taken of from a container full of liquid a and replaced with liquid b . again 15 more lts of the mixture is taken and replaced with liquid b . after this process , if the container contains liquid a and b in the ratio 9 : 16 , what is the capacity of the container q ?",c,general, a : 45 , b : 25 , c : 37.5 , d : 36 , e : 42 
593,"in a certain lottery , the probability that a number between 12 and 20 , inclusive , is drawn is 1 / 5 . if the probability that a number 12 or larger is drawn is 2 / 3 , what is the probability that a number less than or equal to 20 is drawn ?",a,general, 8 / 15 , 1 / 6 , 1 / 3 , 1 / 2 , 5 / 6 
594,7 / 9 of 3 / 5 of a number is greater than 2 / 9 of 5 / 6 of the same number by 152 . what is half of that number ?,d,general, 165 , 195 , 240 , 270 , 315 
595,"the smallest number which when diminished by 3 is divisible by 21 , 2836 and 45 is . . .",e,general, 829 , 869 , 859 , 4320 , 427 
596,"if ( 5 ^ 15 ) ( 9 ^ 8 ) = 3 ( 15 ^ x ) , what is the value of x ?",e,general, 7 , 9 , 11 , 13 , 15 
597,"after playing 40 games , the lesley basketball team had won 50 % of the games . the additional games played gave the team a 20 % total winning average . how many additional games must the team have won to obtain this average ?",b,general, 2 , 15 , 7 , 10 , 9 
598,( x ) + 9088 + 1090 - 9156 = 19845 . calculate the value of x,e,general, 11123 , 18153 , 11282 , 18825 , 18823 
599,"a doctor prescribed 12 cubic centimeters of a certain drug to a patient whose body weight was 120 pounds . if the typical dosage is 2 cubic centimeters per 15 pounds of the body weight , by what percent was the prescribed dosage lesser than the typical dosage ?",b,general, 8 % , - 25 % , 11 % , 12.5 % , 14.8 % 
600,mr . smith calculated the average of 10 3 digit numbers . but due to a mistake he reversed the digits of a number and thus his average increased by 19.8 the difference between the unit digit and hundreds digit of that number is :,a,general, 2 , 6 , 5 , 3 , 4 
601,"a certain family has 3 sons : richard is 6 years older than david , and david is 8 years older than scott . if in 8 years , richard will be twice as old as scott , then how old was david 4 years ago ?",b,general, 8 , 10 , 12 , 14 , 16 
602,"in an examination , there are 100 questions divided into 3 groups a , b and c such that each group contains at least one question . each question in group a carries 1 mark , each question in group b carries 2 marks and each question in group c carries 3 marks . it is known that the questions in group a together carry at least 60 % of the total marks . if group b contains 23 questions , then how many questions are there in group c ?",a,general, 1 , 2 , 3 , 4 , 5 
603,897.7 – 573.07 – 95.007 = ?,a,general, 229.623 , 224.777 , 233.523 , 414.637 , none of these 
604,"78 , 64 , 48 , 30 , 10 , ( . . . )",a,general, - 12 number , - 14 , 2 , 8 , 6 
605,how many diagonals does a 61 - sided convex polygon have ?,b,general, 1182 , 1769 , 2456 , 3538 , 4209 
606,"balls of equal size are arranged in rows to form an equilateral triangle . the top most row consists of one ball , the 2 nd row of two balls and so on . if 253 balls are added , then all the balls can be arranged in the shape of square and each of the sides of the square contain 8 balls less than the each side of the triangle did . how many balls made up the triangle ?",a,general, 903 , 2209 , 2878 , 1210 , 1560 
607,"a new home buyer pays 4 % annual interest on her first mortgage and 9 % annual interest on her second mortgage . if she borrowed a total of $ 310,000 , 80 % of which was in the first mortgage , what is her approximate monthly interest payment ?",a,general, $ 1, $ 1, $ 3, $ 12, $ 20
608,what is ( 16 ^ 7 + 16 ) / 16 ?,b,general, 15467118 , 16777217 , 17827343 , 18047455 , 19357579 
609,"following an increase in prices , the price of a candy box was 10 pounds and the price of a can of soda was 9 pounds . if the price of a candy box was raised by 25 % , and the price of a can of soda was raised by 50 % . what was the price of a box of candy plus a can of soda before prices were raised ?",d,general, 11 . , 12 . , 13 . , 14 . , 14.5 
610,"in a factory , an average of 65 tv ' s are produced per day for the fist 25 days of the months . a few workers fell ill for the next 5 days reducing the daily avg for the month to 60 sets / day . the average production per day for day last 5 days is ?",b,general, 20 , 35 , 48 , 50 , 59 
611,"how many integers k greater than 100 and less than 1000 are there such that if the hundreds and the unit digits of k are reversed , the resulting integer is k + 99 ?",d,general, 50 , 60 , 70 , 80 , 90 
612,"if 225 / 999 = 0.225 , what is the 81 st digit to the right of the decimal point in the decimal equivalent of the fraction ?",e,general, 9 , 8 , 7 , 6 , 5 
613,if the numerator of a fraction is increased by 20 % and its denominator is diminished by 25 % value of the fraction is 2 / 15 . find the original fraction .,a,general, 1 / 12 , 1 / 8 , 1 / 6 , 1 / 4 , 1 / 2 
614,. 007 / ? = . 01,a,general, . 7 , . 07 , . 007 , . 0007 , none of them 
615,"what least number must be added to 1056 , so that the sum is completely divisible by 23 ?",a,general, 2 , 4 , 6 , 8 , 10 
616,4 ! / ( 4 - 3 ) ! = ?,a,general, 24 , 34 , 35 , 36 , 39 
617,5358 x 61 = ?,a,general, 326838 , 323758 , 323298 , 273258 , 327382 
618,"if n = 4 ^ 11 – 4 , what is the units digit of n ?",a,general, 0 , 1 , 4 , 6 , 8 
619,"company s produces two kinds of stereos : basic and deluxe . of the stereos produced by company s last month , 2 / 3 were basic and the rest were deluxe . if it takes 11 / 5 as many hours to produce a deluxe stereo as it does to produce a basic stereo , then the number of hours it took to produce the deluxe stereos last month was what fraction of the total number of hours it took to produce all the stereos ?",a,general, 11 / 21 , 14 / 31 , 7 / 15 , 17 / 35 , 1 / 2 
620,"in a zoo there are 30 penguins , 22 zebras , and 8 tigers with some zookeepers . if the total number of heads are 132 less than the number of feet , the number of zookeepers is",a,general, 12 , 14 , 16 , 18 , 22 
621,what is the greatest number of identical bouquets that can be made out of 21 white and 91 red tulips if no flowers are to be left out ? ( two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal ),e,general, 3 , 4 , 5 , 6 , 7 
