,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1247,"the e train leaves station a moving at a constant speed , and passes by stations b and c , in this order . it takes the e train 7 hours to reach station b , and 5 additional hours to reach station c . the distance between stations a and b is m kilometers longer than the distance between stations b and c . what is the distance between stations a and c in terms of m ?",b,physics, 1.8 m , 6 m , 7 m , 9 m , 12 m 
1248,a and b working together could mow a field in 28 days and with the help of c they could have mowed it in 21 days . how long would c take by himself ?,b,physics, 68 days , 84 days , 90 days , 72 days , 50 days 
1249,"a and b can do a work in 12 days , b and c in 30 days and c and a in 36 days . in how many days will the work be completed , if all three of them work together ?",c,physics, 180 / 15 , 180 / 10 , 180 / 13 , 180 / 15 , 180 / 11 
1250,"a and b can do a piece of work in 18 days ; band c can do it in 24 days a and c can do it in 36 days . in how many days will a , band c finish it together ?",d,physics, 15 days , 12 days , 8 days , 16 days , 9 days 
1251,"two trains 140 m and 160 m long run at the speed of 60 km / hr and 40 km / hr respectively in opposite directions on parallel tracks . the time ( in seconds ) which they take to cross each other , is :",d,physics, 9 , 9.6 , 10 , 10.8 , 7 
1252,a goods train runs at a speed of 72 kmph and crosses a 250 m long platform in 26 seconds . what is the length of the goods train ?,d,physics, 230 m , 240 m , 260 m , 270 m , 250 m 
1253,a man can row upstream at 8 kmph and downstream at 13 kmph . the speed of the stream is ?,b,physics, 3 kmph , 2.5 kmph , 3.5 kmph , 4.3 kmph , 5 kmph 
1254,a vessel of capacity 30 litres is fully filled with pure milk . nine litres of milk is removed from the vessel and replaced with water . nine litres of the solution thus formed is removed and replaced with water . find the quantity of pure milk in the final milk solution ?,a,physics, 14.7 , 2.9 , 38.3 , 78.3 , 79.3 
1255,how many cubes of 50 cm edge can be put in a cubical box of 1 m edge .,c,physics, 17 cm , 10 cm , 8 cm , 6 cm , 7 cm 
1256,how many cubes of 10 cm edge can be put in a cubical box of 1 m edge,c,physics, 10 , 100 , 1000 , 10000 , none of these 
1257,"two trains of length 200 m and 300 m are 200 m apart . they start moving towards each other on parallel tracks , at speeds 36 kmph and 72 kmph . in how much time will the trains cross each other ?",d,physics, 70 / 8 , 70 / 7 , 70 / 5 , 70 / 3 , 70 / 1 
1258,"a motorcyclist started riding at highway marker a , drove 120 miles to highway marker b , and then , without pausing , continued to highway marker c , where she stopped . the average speed of the motorcyclist , over the course of the entire trip , was 25 miles per hour . if the ride from marker a to marker b lasted 3 times as many hours as the rest of the ride , and the distance from marker b to marker c was half of the distance from marker a to marker b , what was the average speed , in miles per hour , of the motorcyclist while driving from marker b to marker c ?",c,physics, 40 , 45 , 108 , 55 , 60 
1259,express a speed of 342 kmph in meters per second ?,d,physics, 10 mps , 59 mps , 79 mps , 90 mps , 19 mps 
1260,"when working alone , painter w can paint a room in 2 hours , and working alone , painter x can paint the same room in f hours . when the two painters work together and independently , they can paint the room in 3 / 4 of an hour . what is the value of f ?",b,physics, 3 / 4 , 1 [ 1 / 5 ] , 1 [ 2 / 5 ] , 1 [ 3 / 4 ] , 2 
1261,"two trains a and b starting from two points and travelling in opposite directions , reach their destinations 9 hours and 4 hours respectively after meeting each other . if the train a travels at 70 kmph , find the rate at which the train b runs .",e,physics, 40 , 60 , 120 , 80 , 105 
1262,a and b complete a work in 3 days . a alone can do it in 9 days . if both together can do the work in how many days ?,b,physics, 3.75 days , 4.75 days , 3.25 days , 3.15 days , 2.75 days 
1263,"a motorcyclist goes from bombay to pune , a distance of 288 kms at an average of 32 kmph speed . another man starts from bombay by car 2 ½ hours after the first , and reaches pune ½ hour earlier . what is the ratio of the speed of the motorcycle and the car ?",d,physics, 1 : 2 , 1 : 5 , 1 : 4 , 2 : 3 , 1 : 8 
1264,"if the population of a certain country increases at the rate of one person every 20 seconds , by how many persons does the population increase in 1 hour ?",d,physics, 100 , 120 , 150 , 180 , 160 
1265,a train speeds past a pole in 10 seconds and a platform 150 m long in 25 seconds . its length is :,c,physics, 300 m . , 250 m . , 100 m . , 200 m . , 150 m . 
1266,a can give b 100 meters start and c 150 meters start in a kilometer race . how much start can b give c in a kilometer race ?,d,physics, 10.55 meters , 11.55 meters , 33.55 meters , 55.55 meters , none of these 
1267,"pipe a can fill a tank in 6 hours . due to a leak at the bottom , it takes 8 hours for the pipe a to fill the tank . in what time can the leak alone empty the full tank ?",b,physics, 13 , 24 , 18 , 19 , 12 
1268,what decimal fraction is 20 ml of a litre ?,d,physics, . 2 , 0.002 , . 05 , . 02 , none of these 
1269,"a man covers a distance on scooter . had he moved 3 kmph faster he would have taken 40 min less . if he had moved 2 kmph slower , he would have taken 40 min more . the distance is .",e,physics, 30 km , 60 km , 80 km , 20 km , 40 km 
1270,"p is 50 % more efficient than q . p can complete a work in 25 days . if p and q work together , how many days will it take to complete the same work ?",c,physics, 11 , 13 , 15 , 17 , 19 
1271,"a can do a piece of work in 4 hours . a and c together can do it in just 2 hours , while b and c together need 3 hours to finish the same work . b alone can complete the work in - - - hours .",d,physics, 65 , 85 , 48 , 12 , 25 
1272,"beginning in town a , biker bob rides his bike 12 miles west , 6 miles north , 4 miles east , and then 12 miles north , to town b . how far apart are town a and town b ? ( ignore the curvature of the earth . )",a,physics, 18.97 miles , 20 miles , 22 miles , 23 miles , 25 miles 
1273,"the area of a square field 3136 sq m , if the length of cost of drawing barbed wire 3 m around the field at the rate of rs . 1.10 per meter . two gates of 1 m width each are to be left for entrance . what is the total cost ?",c,physics, 399 , 272 , 732.6 , 277 , 311 
1274,the distance between 2 cities a and b is 1000 km . a train starts from a at 8 a . m . and travels towards b at 100 km / hr . another starts from b at 9 a . m . and travels towards a at 150 km / hr . at what time do they meet ?,e,physics, 11 am . , 12 p . m . , 3 pm . , 2 p . m . , 1 p . m . 
1275,car a runs at the speed of 65 km / hr & reaches its destination in 8 hr . car b runs at the speed of 70 km / h & reaches its destination in 5 h . what is the respective ratio of distances covered by car a & car b ?,b,physics, 11 : 6 , 52 : 35 , 13 : 7 , 15 : 6 , 13 : 6 
1276,"how many bricks , each measuring 50 cm x 11.25 cm x 6 cm , will be needed to build a wall of 8 m x 6 m x 22.5 cm ?",e,physics, 6400 , 2400 , 5500 , 7400 , 3200 
1277,"if teena is driving at 55 miles per hour and is currently 7.5 miles behind yoe , who is driving at 40 miles per hour in the same direction then in how many minutes will teena be 15 miles ahead of yoe ?",d,physics, 15 , 60 , 75 , 90 , 105 
1278,"a train after traveling for 50 km meets with an accident and then proceeds at 3 / 4 of its former speed and arrives at its destination 35 minutes late . had the accident occurred 24 km farther , it would have reached the destination only 25 minutes late . what is the speed q of the train .",c,physics, a ) 45 , b ) 33 , c ) 48 , d ) 55 , e ) 61 
1279,a goes to place x and b goes to place y . after a travelled 180 km more than b they together meet at a point between xy . they together had their lunch for half an hour . after that a took 2 hrs to reach x and b took 4.5 hrs to reach y . find distance between x and y ?,a,physics, 900 km , 540 km , 720 km , 820 km , 920 km 
1280,a train 140 m long is running at 60 kmph . in how much time will it pass a platform 260 m long ?,b,physics, 15 seconds , 24 seconds , 28 seconds , 30 seconds , 35 seconds 
1281,"with both valves open , the pool will be filled with water in 48 minutes . the first valve alone would fill the pool in 2 hours . if the second valve emits 50 cubic meters of water more than the first every minute , then what is the capacity r of the pool ?",d,physics, 9000 cubic meters , 10500 cubic meters , 11750 cubic meters , 12000 cubic meters , 12500 cubic meters 
1282,a 290 meter long train running at the speed of 120 kmph crosses another train running in the opposite direction at the speed of 80 kmph in 9 seconds . what is the lenght of other train .,a,physics, 210 m , 220 m , 230 m , 240 m , 250 m 
1283,"a train 820 m long is running at a speed of 78 km / hr . if it crosses a tunnel in 1 min , then the length of the tunnel is ?",c,physics, 510 , 540 , 480 , 520 , 589 
1284,"the area of a rectangular field is 144 m 2 . if the length had been 6 metres more , the area would have been 54 m 2 more . the original length of the field is",c,physics, 22 metres', 18 metres', 16 metres', 24 metres', none of these'] 
1285,"p , q and r together earn rs . 1980 in 9 days . p and r can earn rs . 600 in 5 days . q and r in 7 days can earn rs . 910 . how much amount does r can earn per day ?",a,physics, s . 30 , s . 70 , s . 90 , s . 100 , s . 120 
1286,two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 60 km / hr and 90 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,c,physics, 48 , 93 , 24 , 23 , 12 
1287,convert 100 inches into centimeter ?,e,physics, 112 cm , 120 cm , 150 cm , 210 cm , 254 cm 
1288,amar takes as much time in running 12 meters as a car takes in covering 45 meters . what will be the distance covered by amar during the time the car covers 1.4 km ?,c,physics, 700 m , 500 m , 373 m , 356 m , 640 m 
1289,marla starts running around a circular track at the same time nick starts walking around the same circular track . marla completes 28 laps around the track per hour and nick completes 13 laps around the track per hour . how many minutes after marla and nick begin moving will marla have completed 4 more laps around the track than nick ?,d,physics, 5 , 8 , 12 , 16 , 20 
1290,"sari and ken climb up a mountain . at night , they camp together . on the day they are supposed to reach the summit , sari wakes up at 05 : 00 and starts climbing at a constant pace . ken starts climbing only at 07 : 00 , when sari is already 700 meters ahead of him . nevertheless , ken climbs at a constant pace of 500 meters per hour , and reaches the summit before sari . if sari is 50 meters behind ken when he reaches the summit , at what time did ken reach the summit ?",e,physics, 13 : 00 , 13 : 30 , 14 : 00 , 15 : 00 , 12 : 00 
1291,"a , band c can do a piece of work in 11 days , 45 days and 55 days respectively , working alone . how soon can the work be done if a is assisted by band c on alternate days ?",c,physics, 7 days , 8 days , 9 days , 10 days , 11 days 
1292,15 people can write 90 book in 20 days working 7 hour a day . then in how many day 240 can be written by 72 people ?,c,physics, 240 / 9 , 309 / 28 , 100 / 9 , 200 / 9 , 339 / 26 
1293,suresh can complete a job in 15 hours . ashutosh alone can complete the same job in 20 hours . suresh works for 9 hours and then the remaining job is completed by ashutosh . how many hours will it take ashutosh to complete the remaining job alone ?,c,physics, 4 , 5 , 8 , 12 , none of these 
